"","X.1","X","street1","accidents","lon","lat"
"839",3326,3326,"TG ALT-MOABIT",6,13.3481921,52.5247215
"840",3327,3327,"THEATERGASSE / STOLZENFELSSTR.",1,13.5264244,52.4812523
"841",3328,3328,"THEODOR-HEUSS-PLATZ",2,13.2726228,52.5099407
"842",3329,3329,"THIELALLEE",1,13.2860023,52.4496478
"843",3330,3330,"THIEMANNSTR. / SONNENALLEE",1,13.4501925,52.4767913
"844",3331,3331,"THOMASIUSSTR.",1,13.3503958,52.5228675
"845",3332,3332,"THRASOLTSTR. / WILMERSDORFER STR.",1,13.3048353,52.5147529
"846",3333,3333,"THÜRNAGELSTR.",1,13.5825399,52.4574308
"847",3334,3334,"TIERGARTENSTR.",3,13.3613328,52.5098194
"848",3335,3335,"TIERGARTENSTR. / HERBERT-VON-KARAJAN-STR.",1,13.3687105,52.5107195
"849",3336,3336,"TIERGARTENSTR. / HIROSHIMASTR.",1,13.359124,52.5098839
"850",3337,3337,"TIERGARTENSTR. / KEMPERPLATZ / BEN-GURION-STR. / TUNNEL TIERGARTEN SPREEBOGEN /",1,13.3712593,52.5111455
"851",3338,3338,"TINO-SCHWIERZINA-STR.",1,13.4350795,52.5625516
"852",3339,3339,"TINO-SCHWIERZINA-STR. / STRAßE 49",1,13.435216,52.5628924
"853",3340,3340,"TIRSCHENREUTHER RING",2,13.3473997,52.410358
"854",3341,3341,"TOGOSTR.",1,13.3397517,52.5538396
"855",3342,3342,"TÖPCHINER WEG / KLOSTER-ZINNA-STR.",1,13.412711,52.4026668
"856",3343,3343,"TÖPCHINER WEG / WIESBADENER STR.",1,13.4109623,52.4001629
"857",3344,3344,"TORGAUER STR.",1,13.3582443,52.4801824
"858",3345,3345,"TORSTR.",10,13.4014033,52.5296044
"859",3346,3346,"TORSTR. / ALTE SCHÖNHAUSER STR. / SCHÖNHAUSER ALLEE / ROSA-LUXEMBURG-STR.",9,13.4094525,52.5285732
"860",3347,3347,"TORSTR. / KARL-LIEBKNECHT-STR. / MOLLSTR. / PRENZLAUER ALLEE",2,13.415647,52.5267732
"861",3348,3348,"TRAKEHNER ALLEE / FLATOWALLEE / JESSE-OWENS-ALLEE / COUBERTINPLATZ",2,13.2407224,52.5114178
"862",3349,3349,"TRANSVAALSTR.",2,13.3387168,52.5500411
"863",3350,3350,"TRAUTENAUER STR.",1,13.5124231,52.4819855
"864",3351,3351,"TRAUTENAUSTR.",2,13.3290629,52.4930564
"865",3352,3352,"TRELLEBORGER STR. / VINETASTR. / WESTERLANDSTR.",1,13.417935,52.5587803
"866",3353,3353,"TRELLEBORGER STR. / WISBYER STR.",1,13.4184292,52.5534622
"867",3354,3354,"TRENDELENBURGSTR.",1,13.2918043,52.5056837
"868",3355,3355,"TREPTOWER STR.",1,13.4521975,52.4811871
"869",3356,3356,"TRESKOWALLEE",2,13.5253149,52.4812647
"870",3357,3357,"TRIFTSTR.",3,13.4313849,52.612707
"871",3358,3358,"TRUSETALER STR. / MAX-HERRMANN-STR. / MEHROWER ALLEE",1,13.5655218,52.5538321
"872",3359,3359,"TUCHOLSKYSTR.",7,13.3931756,52.5255383
"873",3360,3360,"TURMSTR.",3,13.3419762,52.5263904
"874",3361,3361,"TURMSTR. / WILHELMSHAVENER STR.",1,13.3413475,52.5264101
"875",3362,3362,"U-BHF. SCHÖNHAUSER ALLEE / KOPENHAGENER STR. / SCHÖNHAUSER ALLEE",4,13.4157815,52.5494582
"876",3363,3363,"UFERPROMENADE",1,13.1174828,52.4668241
"877",3364,3364,"UHLANDSTR.",11,13.3239857,52.4957297
"878",3365,3365,"ULLSTEINSTR.",1,13.3921094,52.4529446
"879",3366,3366,"ULMENSTR.",1,13.1919341,52.5217199
"880",3367,3367,"UNGARNSTR. / LOUISE-SCHROEDER-PLATZ",1,13.365267,52.5580233
"881",3368,3368,"UNIVERSITÄTSSTR.",2,13.3915685,52.5190244
"882",3369,3369,"UNTER DEN EICHEN",7,13.2980222,52.447367
"883",3370,3370,"UNTER DEN LINDEN",5,13.3890608,52.5168713
"884",3371,3371,"URBANSTR.",10,13.4128842,52.4918341
"885",3372,3372,"USEDOMER STR. / WATTSTR.",1,13.3906719,52.5402599
"886",3373,3373,"VARZINER STR.",1,13.3267312,52.4774065
"887",3374,3374,"VENUSSTR.",1,13.529185,52.4073118
"888",3375,3375,"VERLÄNGERTE WALDOWALLEE",1,13.5417169,52.4750082
"889",3376,3376,"VETERANENSTR.",2,13.401119,52.5331139
"890",3377,3377,"VIEHTRIFT / THAERSTR.",1,13.4556747,52.5220651
"891",3378,3378,"VIKTORIASTR. / AUGUSTAPLATZ",1,13.3067049,52.442975
"892",3379,3379,"VOIGTSTR.",1,13.4687225,52.5171101
"893",3380,3380,"VOLKRADSTR.",2,13.5084858,52.5000926
"894",3381,3381,"VOLKRADSTR. / SEWANSTR.",1,13.506912,52.4968812
"895",3382,3382,"VOLMERSTR. / ERICH-THILO-STR. / RUDOWER CHAUSSEE",1,13.5341363,52.4314525
"896",3383,3383,"VOLMERSTR. / ERNST-RUSKA-UFER",1,13.5418551,52.4256593
"897",3384,3384,"VOLTAIRESTR.",1,13.4159993,52.5173875
"898",3385,3385,"VON-DER-HEYDT-STR.",1,13.3542529,52.5068755
"899",3386,3386,"VOR DEM SCHLESISCHEN TOR",1,13.449789,52.4967266
"900",3387,3387,"VOR DEM SCHLESISCHEN TOR / OBERE FREIARCHENBRÜCKE / PUSCHKINALLEE / AM FLUTGRA",1,13.4499352,52.496662
"901",3388,3388,"VOßSTR.",3,13.3802777,52.5110088
"902",3389,3389,"VULKANSTR.",1,13.4854457,52.5284748
"903",3390,3390,"VULKANSTR. / ELLI-VOIGT-STR.",2,13.485249,52.5317451
"904",3391,3391,"WACHSMUTHSTR.",2,13.3130548,52.6166685
"905",3392,3392,"WAGNER-RÉGENY-STR. / HANS-SCHMIDT-STR.",1,13.536597,52.4357836
"906",3393,3393,"WAIDMANNSLUSTER DAMM",5,13.3027988,52.6004122
"907",3394,3394,"WAIDMANNSLUSTER DAMM / JEAN-JAURÈS-STR.",1,13.3197526,52.6070177
"908",3395,3395,"WALDEMARSTR.",5,13.4230443,52.5025822
"909",3396,3396,"WALDEMARSTR. / DRESDENER STR.",2,13.4147458,52.5048173
"910",3397,3397,"WALDEMARSTR. / LEUSCHNERDAMM / WALDEMARBRÜCKE",1,13.4178637,52.504216
"911",3398,3398,"WALDEMARSTR. / MARIANNENPLATZ",3,13.4239382,52.5023343
"912",3399,3399,"WALDNESSELWEG / MÜGGELHEIMER DAMM / ERWIN-BOCK-STR.",2,13.5964998,52.4370437
"913",3400,3400,"WALDOWALLEE / RHEINSTEINSTR.",1,13.5320059,52.4840846
"914",3401,3401,"WALDOWALLEE / TRESKOWALLEE",1,13.5280675,52.4899128
"915",3402,3402,"WALDSASSENER STR.",1,13.3503617,52.4099459
"916",3403,3403,"WALDSCHULALLEE",2,13.2620363,52.5011364
"917",3404,3404,"WALDSEEWEG",1,13.3125787,52.6208044
"918",3405,3405,"WALDSTR. / WICLEFSTR.",1,13.3313133,52.5308699
"919",3406,3406,"WALLENSTEINSTR.",1,13.5117307,52.4889393
"920",3407,3407,"WALLSTR.",2,13.4091393,52.5120753
"921",3408,3408,"WALTER-FRIEDLÄNDER-STR. / ERICH-NEHLHANS-STR. / THAERSTR.",1,13.4573917,52.5245376
"922",3409,3409,"WALTER-FRIEDRICH-STR.",2,13.4946725,52.6322825
"923",3410,3410,"WALTER-FRIEDRICH-STR. / FRANZ-SCHMIDT-STR.",1,13.495332,52.6330129
"924",3411,3411,"WAM POSTFENN",2,13.2197702,52.5004462
"925",3412,3412,"WARENER STR.",1,13.5678732,52.5203588
"926",3413,3413,"WARNEMÜNDER STR.",2,13.2901584,52.4732077
"927",3414,3414,"WARNEMÜNDER STR. / ROSTOCKER STR.",1,13.5081496,52.574434
"928",3415,3415,"WARNITZER STR. / VINCENT-VAN-GOGH-STR.",1,13.5218432,52.5670541
"929",3416,3416,"WARSCHAUER STR.",17,13.4508829,52.509228
"930",3417,3417,"WARTHESTR. / WARTHEPLATZ",1,13.4251291,52.4697909
"931",3418,3418,"WASGENSTR.",1,13.2130492,52.431478
"932",3419,3419,"WASGENSTR. / WESTHOFENER WEG",1,13.2136367,52.4296527
"933",3420,3420,"WASHINGTONPLATZ",1,13.3691308,52.5241933
"934",3421,3421,"WASSERMANNSTR.",1,13.5537358,52.438253
"935",3422,3422,"WASSERMANNSTR. / RADICKESTR.",1,13.5541624,52.4379295
"936",3423,3423,"WASSERTORSTR.",1,13.4090728,52.4996787
"937",3424,3424,"WBORNSTEDTER STR. / KURFÜRSTENDAMM",1,13.2884958,52.4965671
"938",3425,3425,"WD",1,13.5066451,52.5103991
"939",3426,3426,"WEDEKINDSTR. / RÜDERSDORFER STR.",1,13.4432369,52.5120429
"940",3427,3427,"WEGEDORNSTR.",1,13.531016,52.4156388
"941",3428,3428,"WEICHSELSTR.",2,13.431471,52.483118
"942",3429,3429,"WEICHSELSTR. / SONNENALLEE",1,13.4337845,52.4848957
"943",3430,3430,"WEIDENWEG",2,13.137869,52.525375
"944",3431,3431,"WEIGANDUFER",3,13.4480909,52.4827666
"945",3432,3432,"WEIGANDUFER / TREPTOWER BRÜCKE / TREPTOWER STR.",2,13.4520466,52.4810832
"946",3433,3433,"WEIGANDUFER / WILDENBRUCHBRÜCKE / WILDENBRUCHPARK / WILDENBRUCHSTR.",3,13.4480909,52.4827666
"947",3434,3434,"WEINBERGSWEG",9,13.4027925,52.5315752
"948",3435,3435,"WEINMEISTERHORNWEG / WILHELMSTR.",3,13.1715932,52.5110214
"949",3436,3436,"WEINMEISTERSTR.",6,13.4048442,52.5255614
"950",3437,3437,"WEIßENBURGER STR.",1,13.1991385,52.5231526
"951",3438,3438,"WEIßENSEER WEG",3,13.4754971,52.5336391
"952",3439,3439,"WEITLINGSTR.",4,13.4929623,52.500974
"953",3440,3440,"WELTLI",2,13.404954,52.5200066
"954",3441,3441,"WENDENSCHLOßSTR.",3,13.5837403,52.4312392
"955",3442,3442,"WERBELLINSTR.",1,13.4320782,52.4783715
"956",3443,3443,"WERBELLINSTR. / HANS-SCHIFTAN-STR.",1,13.4347718,52.4786246
"957",3444,3444,"WERMUTHWEG / WILDMEISTERDAMM / KÖLNER DAMM",1,13.4487102,52.4253337
"958",3445,3445,"WERNERSTR.",1,13.159983,52.419561
"959",3446,3446,"WERNEUCHENER STR.",1,13.4944867,52.540791
"960",3447,3447,"WERNSDORFER STR.",1,13.6721086,52.3715098
"961",3448,3448,"WESERSTR.",8,13.4408669,52.4833959
"962",3449,3449,"WESERSTR. / WILDENBRUCHSTR.",2,13.4417728,52.4829519
"963",3450,3450,"WESTARPSTR.",1,13.3411863,52.4897682
"964",3451,3451,"WESTFÄLISCHE STR.",4,13.302539,52.4942845
"965",3452,3452,"WESTPHALWEG",1,13.3910411,52.4455543
"966",3453,3453,"WEXSTR.",3,13.3363378,52.4787562
"967",3454,3454,"WICHERTSTR.",2,13.4210467,52.5485021
"968",3455,3455,"WICLEFSTR.",1,13.3351771,52.5304948
"969",3456,3456,"WIEBESTR.",1,13.3193886,52.5282675
"970",3457,3457,"WIESBADENER STR.",1,13.3136747,52.4721589
"971",3458,3458,"WIESENSTR.",2,13.3756162,52.54657
"972",3459,3459,"WILDENBRUCHSTR.",3,13.44593,52.4860952
"973",3460,3460,"WILDENBRUCHSTR. / KARL-KUNGER-STR.",1,13.4505256,52.4892435
"974",3461,3461,"WILDHÜTERWEG",1,13.4533108,52.4217073
"975",3462,3462,"WILHELMINE-GEMBERG-WEG / KÖPENICKER STR.",1,13.4232781,52.5092086
"976",3463,3463,"WILHELMINENHOFSTR.",11,13.5213195,52.4607317
"977",3464,3464,"WILHELM-KABUS-STR.",5,13.3657748,52.4806962
"978",3465,3465,"WILHELMSRUHER DAMM",5,13.3663832,52.5973217
"979",3466,3466,"WILHELMSRUHER DAMM / UHLANDSTR.",1,13.3696367,52.5974052
"980",3467,3467,"WILHELM-STOLZE-STR.",1,13.4469364,52.5232116
"981",3468,3468,"WILHELMSTR.",11,13.3851166,52.5081991
"982",3469,3469,"WILHELMSTR. / BEHRENSTR.",3,13.3814887,52.5151459
"983",3470,3470,"WILHELMSTR. / LEIPZIGER STR.",7,13.3841869,52.5100066
"984",3471,3471,"WILHELMSTR. / UNTER DEN LINDEN",12,13.3808523,52.516378
"985",3472,3472,"WILLY-BRANDT-STR.",1,13.3697031,52.5213842
"986",3473,3473,"WILLY-BRANDT-STR. / HEINRICH-VON-GAGERN-STR. / PAUL-LÖBE-ALLEE",1,13.3708639,52.5194078
"987",3474,3474,"WILMERSDORFER STR.",2,13.3058592,52.5094081
"988",3475,3475,"WILSNACKER STR.",3,13.3513853,52.5282209
"989",3476,3476,"WILTBERGSTR.",3,13.4872061,52.6405444
"990",3477,3477,"WILTINGER STR. / ZELTINGER PLATZ",1,13.2902596,52.6342673
"991",3478,3478,"WINDSCHEIDSTR.",8,13.2990912,52.5069477
"992",3479,3479,"WINDSCHEIDSTR. / STUTTGARTER PLATZ",1,13.2999692,52.5048816
"993",3480,3480,"WINKELRIEDSTR.",1,13.3567176,52.561009
"994",3481,3481,"WINSSTR.",1,13.4256848,52.53427
"995",3482,3482,"WINTERFELDTSTR.",2,13.3516132,52.4967169
"996",3483,3483,"WINTERSTEINSTR.",2,13.3064324,52.5188442
"997",3484,3484,"WIPPERSTR.",1,13.4430167,52.4710034
"998",3485,3485,"WISBYER STR.",2,13.4223358,52.5527506
"999",3486,3486,"WISMARPLATZ",1,13.4628509,52.5110414
"1000",3487,3487,"WITTENBERGPLATZ",2,13.3427294,52.5016146
"1001",3488,3488,"WITZLEBENPLATZ",1,13.2928231,52.5094195
"1002",3489,3489,"WITZLEBENSTR.",1,13.293401,52.5082812
"1003",3490,3490,"WOELCKPROMENADE",1,13.4543178,52.5536844
"1004",3491,3491,"WOLFFRING",1,13.3806878,52.4809026
"1005",3492,3492,"WOLFRAMSTR.",1,13.3747529,52.4527217
"1006",3493,3493,"WOLFSHAGENER STR.",1,13.413163,52.5734747
"1007",3494,3494,"WOLGASTER STR. / BERNAUER STR.",2,13.3979331,52.5388515
"1008",3495,3495,"WOLLANKSTR.",9,13.3933062,52.5644883
"1009",3496,3496,"WOLLANKSTR. / BREHMESTR. / SCHULZESTR.",3,13.3942971,52.5650141
"1010",3497,3497,"WOLLANKSTR. / GÖRSCHSTR.",3,13.401652,52.565637
"1011",3498,3498,"WOLLANKSTR. / NEUE SCHÖNHOLZER STR. / SCHÖNHOLZER STR. / BREITE STR.",2,13.4015326,52.5691798
"1012",3499,3499,"WOLLANKSTR. / PRADELSTR.",1,13.3949404,52.5653468
"1013",3500,3500,"WOLZIGER ZEILE",1,13.3939875,52.3821472
"1014",3501,3501,"WOLZOGENSTR.",1,13.2346213,52.4339001
"1015",3502,3502,"WÖNNICHSTR.",1,13.496104,52.500266
"1016",3503,3503,"WÖRLITZER STR. / HAVEMANNSTR.",1,13.5695594,52.5691415
"1017",3504,3504,"WÖRTHER STR.",1,13.4175198,52.5366841
"1018",3505,3505,"WRANGELSTR.",6,13.4300121,52.503492
"1019",3506,3506,"WS ACHILLESSTR. / AM ELSEBROCKEN",1,13.4871031,52.6187108
"1020",3507,3507,"WS AM STEINBERG / PRENZLAUER PROMENADE / THULESTR.",2,13.429925,52.5566394
"1021",3508,3508,"WUHLESTR. / CECILIENSTR.",1,13.5695951,52.5289335
"1022",3509,3509,"WUHLETALSTR. / WUHLETALSTR.",1,13.5645225,52.5606293
"1023",3510,3510,"WULLENWEBERSTR.",1,13.3323521,52.518459
"1024",3511,3511,"WÜRTTEMBERGISCHE STR. / ZÄHRINGERSTR.",1,13.3154749,52.4955661
"1025",3512,3512,"WUSTROWER STR.",1,13.5053317,52.568752
"1026",3513,3513,"WUSTROWER STR. / AHRENSHOOPER STR.",1,13.5033454,52.5704903
"1027",3514,3514,"XANTENER STR.",3,13.3100595,52.4991269
"1028",3515,3515,"YITZHAK-RABIN-STR.",1,13.370337,52.5168857
"1029",3516,3516,"YORCKBRÜCKEN",1,13.3739953,52.4920219
"1030",3517,3517,"YORCKSTR.",3,13.3780464,52.4920958
"1031",3518,3518,"ZAANDAMER STR.",1,13.4513208,52.4565637
"1032",3519,3519,"ZADEKSTR.",1,13.4595706,52.4346165
"1033",3520,3520,"ZECHLINER STR.",1,13.4926406,52.5363053
"1034",3521,3521,"ZELTINGER PLATZ / FROHNAUER BRÜCKE",1,13.2898579,52.6332479
"1035",3522,3522,"ZELTINGER STR. / ZERNDORFER WEG",1,13.2984419,52.639186
"1036",3523,3523,"ZEPERNICKER STR.",1,13.5140639,52.6412081
"1037",3524,3524,"ZEPPELINSTR.",1,13.1840862,52.5451855
"1038",3525,3525,"ZERPENSCHLEUSER RING",1,13.3695176,52.6055371
"1039",3526,3526,"ZEUGHOFSTR. / KÖPENICKER STR.",3,13.4373747,52.5034398
"1040",3527,3527,"ZIETENPLATZ / WILHELMSTR. / MOHRENSTR. / VOßSTR.",1,13.3847245,52.5117469
"1041",3528,3528,"ZILLESTR.",1,13.2969,52.513367
"1042",3529,3529,"ZIMMERSTR.",1,13.3923017,52.5078243
"1043",3530,3530,"ZINGSTER STR.",3,13.5009702,52.5673058
"1044",3531,3531,"ZINGSTER STR. / AHRENSHOOPER STR.",1,13.4991639,52.5688834
"1045",3532,3532,"ZINNOWITZER STR.",1,13.3833478,52.5317392
"1046",3533,3533,"ZIPSER WEG",1,13.6197044,52.4913709
"1047",3534,3534,"ZOBTENER STR.",2,13.4904737,52.4968739
"1048",3535,3535,"ZOPPOTER STR.",1,13.2983648,52.4711919
"1049",3536,3536,"ZOSSENER STR.",2,13.3948164,52.4929261
"1050",3537,3537,"ZUR RINGALLEE / AN DER INDUSTRIEBAHN / ROELCKESTR.",2,13.4608732,52.5640115
"1051",3538,3538,"ZUR RINGALLEE / NÜßLERSTR. / ROELCKESTR.",2,13.4618488,52.5647968
"1052",3539,3539,"ZUR RINGALLEE / RENNBAHNSTR.",1,13.452082,52.5631463
"1053",3540,3540,"ZWICKAUER DAMM",1,13.4785743,52.4183095
"1054",3541,3541,"ZWIESELER STR.",2,13.5396315,52.4920844
