"","X.1","X","street1","accidents","lon","lat"
"169",2640,2640,"NEUE SCHÖNHAUSER STR. / ROSENTHALER STR.",1,NA,NA
"170",2641,2641,"NEUE SCHÖNHOLZER STR.",3,NA,NA
"171",2642,2642,"NEUES UFER / SICKINGENSTR. / SICKINGENBRÜCKE",2,NA,NA
"172",2643,2643,"NEUKÖLLNER STR.",1,NA,NA
"173",2644,2644,"NEUKÖLLNER STR. / SCHÖNEFELDER STR. / WALTERSDORFER CHAUSSEE",1,NA,NA
"174",2645,2645,"NEUKÖLLNISCHE ALLEE / FORSTHAUSALLEE",1,NA,NA
"175",2646,2646,"NEUKÖLLNISCHE ALLEE / KGA KARLSRUHE 2 / CHRIS-GUEFFROY-ALLEE",1,NA,NA
"176",2647,2647,"NEUKÖLLNISCHE ALLEE / PLANETENSTR.",1,NA,NA
"177",2648,2648,"NEUMAGENER STR.",1,NA,NA
"178",2649,2649,"NEUMANNSTR.",2,NA,NA
"179",2650,2650,"NEUMANNSTR. / ARNOLD-ZWEIG-STR.",2,NA,NA
"180",2651,2651,"NEUSTÄDTISCHE KIRCHSTR.",1,NA,NA
"181",2652,2652,"NIEBUHRSTR.",1,NA,NA
"182",2653,2653,"NIEBUHRSTR. / WIELANDSTR.",1,NA,NA
"183",2654,2654,"NIEBUHRSTR. / WILMERSDORFER STR.",1,NA,NA
"184",2655,2655,"NIEDERKIRCHNERSTR.",1,NA,NA
"185",2656,2656,"NIEDERKIRCHNERSTR. / STRESEMANNSTR.",1,NA,NA
"186",2657,2657,"NIEDERKIRCHNERSTR. / ZIMMERSTR. / WILHELMSTR.",1,NA,NA
"187",2658,2658,"NIEDERLAGSTR. / WERDERSCHER MARKT",2,NA,NA
"188",2659,2659,"NIEDERNEUENDORFER ALLEE",2,NA,NA
"189",2660,2660,"NIERITZWEG",1,NA,NA
"190",2661,2661,"NIKLASSTR. / SPANISCHE ALLEE",1,NA,NA
"191",2662,2662,"NIPKOWSTR. / RADICKESTR.",1,NA,NA
"192",2663,2663,"NK",2,NA,NA
"193",2664,2664,"NOBELSTR. / SCHMALENBACHSTR.",1,NA,NA
"194",2665,2665,"NÖLDNERSTR.",1,NA,NA
"195",2666,2666,"NOLLENDORFPLATZ / KARL-HEINRICH-ULRICHS-STR.",1,NA,NA
"196",2667,2667,"NONNENDAMMALLEE",1,NA,NA
"197",2668,2668,"NONNENDAMMALLEE / BOLTONSTR.",2,NA,NA
"198",2669,2669,"NONNENDAMMALLEE / OTTERNBUCHTSTR. / PAULSTERNSTR.",1,NA,NA
"199",2670,2670,"NORDBAHNSTR. / WOLLANKSTR.",2,NA,NA
"200",2671,2671,"NORDENDSTR.",1,NA,NA
"201",2672,2672,"NORDENDSTR. / SCHÖNHAUSER STR.",1,NA,NA
"202",2673,2673,"NORDHAUSER STR. / SÖMMERINGSTR.",2,NA,NA
"203",2674,2674,"NORDMANNZEILE / RIEMENSCHNEIDERWEG / VORARLBERGER DAMM",1,NA,NA
"204",2675,2675,"NORDRING / HOHENSCHÖNHAUSER STR.",5,NA,NA
"205",2676,2676,"NORDUFER",1,NA,NA
"206",2677,2677,"NORDUFER / SAMOASTR.",1,NA,NA
"207",2678,2678,"NORDUFER / SEESTR. / SEESTRAßENBRÜCKE NÖRDLICH",3,NA,NA
"208",2679,2679,"NORTH-WILLYS-STR. / JAMES-FRANCK-STR. / RUDOWER CHAUSSEE",1,NA,NA
"209",2680,2680,"NORWEGERSTR.",1,NA,NA
"210",2681,2681,"NOSTITZSTR.",1,NA,NA
"211",2682,2682,"NÜRNBERGER STR.",4,NA,NA
"212",2683,2683,"NYMPHENUFER",1,NA,NA
"213",2684,2684,"OBENTRAUTSTR.",1,NA,NA
"214",2685,2685,"OBERBAUMBRÜCKE (SPREE)",2,NA,NA
"215",2686,2686,"OBERBAUMSTR.",1,NA,NA
"216",2687,2687,"OBERFELDSTR.",1,NA,NA
"217",2688,2688,"OBERFELDSTR. / CECILIENSTR.",1,NA,NA
"218",2689,2689,"OBERFELDSTR. / ÖSELER STR. / RAPSWEG",1,NA,NA
"219",2690,2690,"OBERLANDSTR. / A 100 BAB / 100 AS OBERLANDSTR AUSF N OBERLANDSTR WEST / 100 AS O",1,NA,NA
"220",2691,2691,"OBERSPREESTR. / WESTENDSTR.",1,NA,NA
"221",2692,2692,"OBERWEIßBACHER STR. / MEHROWER ALLEE",1,NA,NA
"222",2693,2693,"OBSTALLEE",2,NA,NA
"223",2694,2694,"ODENWALDSTR.",2,NA,NA
"224",2695,2695,"ODERBERGER STR.",1,NA,NA
"225",2696,2696,"ODERBRUCHSTR. / LANDSBERGER ALLEE",1,NA,NA
"226",2697,2697,"ODERSTR.",2,NA,NA
"227",2698,2698,"OFFENBACHER STR.",1,NA,NA
"228",2699,2699,"OHLAUER STR. / WIENER STR. / GÖRLITZER-PARK",3,NA,NA
"229",2700,2700,"OHMSTR.",1,NA,NA
"230",2701,2701,"OLBERSSTR. / TEGELER WEG",1,NA,NA
"231",2702,2702,"OLDENBURGER STR. / OTTOSTR. / TURMSTR.",1,NA,NA
"232",2703,2703,"OLYMPISCHE STR. / WESTENDALLEE",2,NA,NA
"233",2704,2704,"ONKEL-TOM-STR.",1,NA,NA
"234",2705,2705,"ONKEL-TOM-STR. / QUERMATENWEG / RIEMEISTERSTR.",1,NA,NA
"235",2706,2706,"ONKEL-TOM-STR. / SCHÜTZALLEE / SVEN-HEDIN-STR.",1,NA,NA
"236",2707,2707,"ONTARIOSEESTR.",1,NA,NA
"237",2708,2708,"OPPELNER STR. / SKALITZER STR.",1,NA,NA
"238",2709,2709,"OPPELNER STR. / WRANGELSTR.",2,NA,NA
"239",2710,2710,"OPPERMANNSTR.",1,NA,NA
"240",2711,2711,"ORANIENBURGER CHAUSSEE / RAUENTALER STR. / SCHÖNFLIEßER STR.",1,NA,NA
"241",2712,2712,"ORANIENBURGER CHAUSSEE / SCHÖNFLIEßER STR.",1,NA,NA
"242",2713,2713,"ORANIENBURGER STR.",4,NA,NA
"243",2714,2714,"ORANIENBURGER STR. / ROEDERNALLEE",1,NA,NA
"244",2715,2715,"ORANIENBURGER STR. / TUCHOLSKYSTR.",3,NA,NA
"245",2716,2716,"ORANIENDAMM",1,NA,NA
"246",2717,2717,"ORANIENDAMM / WAIDMANNSLUSTER DAMM / ZABEL-KRÜGER-DAMM",1,NA,NA
"247",2718,2718,"ORANIENPLATZ",1,NA,NA
"248",2719,2719,"ORANIENSTR.",28,NA,NA
"249",2720,2720,"ORANIENSTR. / ADALBERTSTR.",4,NA,NA
"250",2721,2721,"ORANIENSTR. / ALEXANDRINENSTR.",4,NA,NA
"251",2722,2722,"ORANIENSTR. / ALTE JAKOBSTR.",2,NA,NA
"252",2723,2723,"ORANIENSTR. / AXEL-SPRINGER-STR. / RUDI-DUTSCHKE-STR. / LINDENSTR.",4,NA,NA
"253",2724,2724,"ORANIENSTR. / MORITZPLATZ",8,NA,NA
"254",2725,2725,"ORANIENSTR. / ORANIENPLATZ",4,NA,NA
"255",2726,2726,"ORANIENSTR. / PRINZESSINNENSTR.",2,NA,NA
"256",2727,2727,"ORANIENSTR. / STALLSCHREIBERSTR.",3,NA,NA
"257",2728,2728,"ORANKEWEG",1,NA,NA
"258",2729,2729,"ORDENSMEISTERSTR.",2,NA,NA
"259",2730,2730,"ORDENSMEISTERSTR. / WENCKEBACHSTR.",1,NA,NA
"260",2731,2731,"ORTHSTR. / SCHÖNSTEDTSTR.",1,NA,NA
"261",2732,2732,"ORTOLFSTR.",1,NA,NA
"262",2733,2733,"ORTOLFSTR. / MOHNWEG",1,NA,NA
"263",2734,2734,"ORTOLFSTR. / WEGEDORNSTR.",1,NA,NA
"264",2735,2735,"OSDORFER STR.",3,NA,NA
"265",2736,2736,"OSDORFER STR. / OSTPREUßENDAMM",1,NA,NA
"266",2737,2737,"OSLOER STR.",2,NA,NA
"267",2738,2738,"OSLOER STR. / PRINZENALLEE",1,NA,NA
"268",2739,2739,"OSLOER STR. / REINICKENDORFER STR. / SEESTR. / LOUISE-SCHROEDER-PLATZ",3,NA,NA
"269",2740,2740,"OSLOER STR. / SCHWEDENSTR.",2,NA,NA
"270",2741,2741,"OSLOER STR. / STOCKHOLMER STR. / TRAVEMÜNDER STR. / OSLOER-STRAßEN-BRÜCKE",1,NA,NA
"271",2742,2742,"OSNABRÜCKER STR. / MIERENDORFFPLATZ",1,NA,NA
"272",2743,2743,"OSNABRÜCKER STR. / TEGELER WEG",3,NA,NA
"273",2744,2744,"OSSIETZKYSTR.",1,NA,NA
"274",2745,2745,"OSSIETZKYSTR. / BREITE STR.",2,NA,NA
"275",2746,2746,"OSTENDER STR.",1,NA,NA
"276",2747,2747,"OSTENDSTR. / SLABYSTR.",1,NA,NA
"277",2748,2748,"OSTPREUßENDAMM",1,NA,NA
"278",2749,2749,"OSTSEESTR.",3,NA,NA
"279",2750,2750,"OSTSEESTR. / PRENZLAUER ALLEE / PRENZLAUER PROMENADE / WISBYER STR.",5,NA,NA
"280",2751,2751,"OSTSEESTR. / SÜLTSTR.",1,NA,NA
"281",2752,2752,"OTAWISTR.",2,NA,NA
"282",2753,2753,"OTTO-BRAUN-STR.",2,NA,NA
"283",2754,2754,"OTTO-BRAUN-STR. / ALEXANDERSTR. / KARL-MARX-ALLEE",10,NA,NA
"284",2755,2755,"OTTO-BRAUN-STR. / AM FRIEDRICHSHAIN / GREIFSWALDER STR. / PRENZLAUER BERG / PLAT",2,NA,NA
"285",2756,2756,"OTTO-BRAUN-STR. / MENDELSSOHNSTR.",1,NA,NA
"286",2757,2757,"OTTO-BRAUN-STR. / MOLLSTR.",10,NA,NA
"287",2758,2758,"OTTO-BRAUN-STR. / THEANOLTE-BÄHNISCH-STR.",3,NA,NA
"288",2759,2759,"OTTO-OSTROWSKI-STR. / ZUR MARKTFLAGGE / THAERSTR.",1,NA,NA
"289",2760,2760,"OTTO-ROSENBERG-STR. / BITTERFELDER STR. / WOLFENER STR.",3,NA,NA
"290",2761,2761,"OTTOSTR.",1,NA,NA
"291",2762,2762,"OTTOSTR. / ZWINGLISTR.",1,NA,NA
"292",2763,2763,"OTTO-SUHR-ALLEE",3,NA,NA
"293",2764,2764,"OTTO-SUHR-ALLEE / ERNST-REUTER-PLATZ",1,NA,NA
"294",2765,2765,"OTTO-SUHR-ALLEE / RICHARD-WAGNER-STR. / WINTERSTEINSTR. / RICHARD-WAGNER-PLATZ",3,NA,NA
"295",2766,2766,"OTTO-WELS-RING",1,NA,NA
"296",2767,2767,"OUDENARDER STR.",1,NA,NA
"297",2768,2768,"OUDENARDER STR. / REINICKENDORFER STR.",1,NA,NA
"298",2769,2769,"PABLO-NERUDA-STR.",2,NA,NA
"299",2770,2770,"PABLO-PICASSO-STR. / SEEHAUSENER STR.",1,NA,NA
"300",2771,2771,"PALLASSTR.",1,NA,NA
"301",2772,2772,"PALMZEILE / SPANISCHE ALLEE",1,NA,NA
"302",2773,2773,"PANKOWER ALLEE",1,NA,NA
"303",2774,2774,"PANKSTR.",12,NA,NA
"304",2775,2775,"PANKSTR. / WIESENSTR.",1,NA,NA
"305",2776,2776,"PANNIERSTR.",3,NA,NA
"306",2777,2777,"PANNIERSTR. / SONNENALLEE",5,NA,NA
"307",2778,2778,"PAPPELALLEE",4,NA,NA
"308",2779,2779,"PAPPELALLEE / STARGARDER STR.",2,NA,NA
"309",2780,2780,"PARCHWITZER STR.",1,NA,NA
"310",2781,2781,"PARISER STR.",1,NA,NA
"311",2782,2782,"PARISER STR. / ROEDERNSTR. / WIELANDSTR.",1,NA,NA
"312",2783,2783,"PARISER STR. / SÄCHSISCHE STR.",2,NA,NA
"313",2784,2784,"PARISER STR. / WÜRTTEMBERGISCHE STR. / OLIVAER PLATZ",2,NA,NA
"314",2785,2785,"PARKSTR. / BERLINER ALLEE",1,NA,NA
"315",2786,2786,"PASEDAGPLATZ",1,NA,NA
"316",2787,2787,"PASEWALKER STR.",2,NA,NA
"317",2788,2788,"PASSAUER STR. / TAUENTZIENSTR.",1,NA,NA
"318",2789,2789,"PASSENHEIMER STR. / JESSE-OWENS-ALLEE",2,NA,NA
"319",2790,2790,"PATSCHKAUER WEG / UNTER DEN EICHEN",1,NA,NA
"320",2791,2791,"PAUL-JUNIUS-STR. / WEIßENSEER WEG",1,NA,NA
"321",2792,2792,"PAUL-LINCKE-UFER",1,NA,NA
"322",2793,2793,"PAUL-LÖBE-ALLEE / OSTUMFAHRUNG",2,NA,NA
"323",2794,2794,"PAULSBORNER STR. / WESTFÄLISCHE STR.",1,NA,NA
"324",2795,2795,"PAUL-SCHMIDT-STR. / TANKREDSTR.",1,NA,NA
"325",2796,2796,"PAUL-SCHNEIDER-STR.",1,NA,NA
"326",2797,2797,"PAULSENSTR.",1,NA,NA
"327",2798,2798,"PAULSTERNSTR.",1,NA,NA
"328",2799,2799,"PAULSTR.",1,NA,NA
"329",2800,2800,"PÄWESINER WEG",1,NA,NA
"330",2801,2801,"PEKRUNSTR. / SCHEIBENBERGSTR.",1,NA,NA
"331",2802,2802,"PERLEBERGER STR.",4,NA,NA
"332",2803,2803,"PERLEBERGER STR. / ELLEN-EPSTEIN-STR.",1,NA,NA
"333",2804,2804,"PERLEBERGER STR. / RATHENOWER STR. / STENDALER STR.",2,NA,NA
"334",2805,2805,"PERLEBERGER STR. / STEPHANSTR.",1,NA,NA
"335",2806,2806,"PESTALOZZISTR.",3,NA,NA
"336",2807,2807,"PESTALOZZISTR. / STEIFENSANDSTR. / SUAREZSTR.",1,NA,NA
"337",2808,2808,"PETERSBURGER STR.",3,NA,NA
"338",2809,2809,"PETER-STRASSER-WEG / TEMPELHOFER DAMM",1,NA,NA
"339",2810,2810,"PETTENKOFERSTR.",2,NA,NA
"340",2811,2811,"PFALZBURGER STR.",2,NA,NA
"341",2812,2812,"PFARRWÖHRDE / RUDOWER STR.",1,NA,NA
"342",2813,2813,"PFEDDERSHEIMER WEG",1,NA,NA
"343",2814,2814,"PFUELSTR. / KÖPENICKER STR.",1,NA,NA
"344",2815,2815,"PICHELSDORFER STR.",1,NA,NA
"345",2816,2816,"PICHELSDORFER STR. / WEIßENBURGER STR.",1,NA,NA
"346",2817,2817,"PICHELSWERDERSTR. / RUHLEBENER STR. / SCHULENBURGSTR.",1,NA,NA
"347",2818,2818,"PIESKOWER WEG",1,NA,NA
"348",2819,2819,"PIESKOWER WEG / STORKOWER STR.",2,NA,NA
"349",2820,2820,"PIESPORTER STR. / DARßER STR.",2,NA,NA
"350",2821,2821,"PIETSCHKERSTR. / STAUDENWEG / STERNDAMM",2,NA,NA
"351",2822,2822,"PINTSCHALLEE",1,NA,NA
"352",2823,2823,"PISTORIUSSTR. / ROELCKESTR.",1,NA,NA
"353",2824,2824,"PISTORIUSSTR. / WOELCKPROMENADE",1,NA,NA
"354",2825,2825,"PLANCKSTR.",1,NA,NA
"355",2826,2826,"PLANTAGENSTR. / REINICKENDORFER STR.",1,NA,NA
"356",2827,2827,"PLATANENSTR. / WALDSTR.",1,NA,NA
"357",2828,2828,"PLATZ DER VEREINTEN NATIONEN",1,NA,NA
"358",2829,2829,"PLATZ DER VEREINTEN NATIONEN / PLATZ DER VEREINTEN NATIONEN",3,NA,NA
"359",2830,2830,"PLATZ DES 18. MÄRZ",1,NA,NA
"360",2831,2831,"PLESSER STR.",1,NA,NA
"361",2832,2832,"PLÖNZEILE",2,NA,NA
"362",2833,2833,"POELCHAUSTR.",1,NA,NA
"363",2834,2834,"PÖHLBERGSTR. / BLUMBERGER DAMM",2,NA,NA
"364",2835,2835,"POHLSTR.",1,NA,NA
"365",2836,2836,"POLIERWEG / SCHLOSSERWEG",1,NA,NA
"366",2837,2837,"PÖLNITZWEG / RÖBELLWEG",1,NA,NA
"367",2838,2838,"POPITZWEG",3,NA,NA
"368",2839,2839,"POTSDAMER CHAUSSEE",3,NA,NA
"369",2840,2840,"POTSDAMER CHAUSSEE / AM LANDSCHAFTSPARK GATOW",1,NA,NA
"370",2841,2841,"POTSDAMER CHAUSSEE / HOHENTWIELSTEIG",1,NA,NA
"371",2842,2842,"POTSDAMER CHAUSSEE / STAHNSDORFER DAMM",1,NA,NA
"372",2843,2843,"POTSDAMER CHAUSSEE / WASGENSTEIG / WASGENSTR.",1,NA,NA
"373",2844,2844,"POTSDAMER PLATZ",1,NA,NA
"374",2845,2845,"POTSDAMER STR.",13,NA,NA
"375",2846,2846,"POTSDAMER STR. / POTSDAMER PLATZ",1,NA,NA
"376",2847,2847,"POTSDAMER STR. / REICHPIETSCHUFER / POTSDAMER BRÜCKE",4,NA,NA
"377",2848,2848,"POTSDAMER STR. / SCHAROUNSTR.",1,NA,NA
"378",2849,2849,"POTSDAMER STR. / SIGISMUNDSTR.",2,NA,NA
"379",2850,2850,"POTSDAMER STR. / TELTOWER DAMM",1,NA,NA
"380",2851,2851,"PRAGER PLATZ",1,NA,NA
"381",2852,2852,"PRAGER STR.",1,NA,NA
"382",2853,2853,"PRELLERWEG / SEMBRITZKISTR. / INSULANERPARK",1,NA,NA
"383",2854,2854,"PRENZLAUER ALLEE",11,NA,NA
"384",2855,2855,"PRENZLAUER PROMENADE",2,NA,NA
"385",2856,2856,"PRENZLAUER PROMENADE / TRESKOWSTR.",1,NA,NA
"386",2857,2857,"PREROWER PLATZ",3,NA,NA
"387",2858,2858,"PRESSELSTR. / STEGLITZER DAMM",1,NA,NA
"388",2859,2859,"PRETTAUER PFAD / WISMARER STR.",1,NA,NA
"389",2860,2860,"PRINZENALLEE",6,NA,NA
"390",2861,2861,"PRINZENALLEE / SOLDINER STR.",4,NA,NA
"391",2862,2862,"PRINZENSTR.",9,NA,NA
"392",2863,2863,"PRINZENSTR. / MORITZPLATZ",4,NA,NA
"393",2864,2864,"PRINZENSTR. / RITTERSTR.",1,NA,NA
"394",2865,2865,"PRINZENSTR. / SEBASTIANSTR. / HEINRICH-HEINE-STR.",1,NA,NA
"395",2866,2866,"PRINZENSTR. / WASSERTORSTR.",2,NA,NA
"396",2867,2867,"PRINZ-EUGEN-STR.",1,NA,NA
"397",2868,2868,"PRINZ-EUGEN-STR. / SCHULSTR.",1,NA,NA
"398",2869,2869,"PRINZREGENTENSTR.",3,NA,NA
"399",2870,2870,"PRINZREGENTENSTR. / WAGHÄUSELER STR.",1,NA,NA
"400",2871,2871,"PRITSTABELSTR. / WENDENSCHLOßSTR.",1,NA,NA
"401",2872,2872,"PROMENADENSTR.",1,NA,NA
"402",2873,2873,"PROSKAUER STR.",3,NA,NA
"403",2874,2874,"PROVINZSTR.",1,NA,NA
"404",2875,2875,"PÜCKLERSTR. / KÖPENICKER STR.",1,NA,NA
"405",2876,2876,"PÜCKLERSTR. / RHEINBABENALLEE / PLATZ AM WILDEN EBER",2,NA,NA
"406",2877,2877,"PÜCKLERSTR. / WRANGELSTR.",1,NA,NA
"407",2878,2878,"PUSCHKINALLEE",4,NA,NA
"408",2879,2879,"PUSCHKINALLEE / EICHENSTR.",2,NA,NA
"409",2880,2880,"PUTTKAMERSTR. / FRIEDRICHSTR.",1,NA,NA
"410",2881,2881,"PYRAMIDENRING / RHINSTR.",1,NA,NA
"411",2882,2882,"QUARZWEG",1,NA,NA
"412",2883,2883,"QUEDLINBURGER STR. / SCHÖNBURGER STR. / OSCHATZER RING",1,NA,NA
"413",2884,2884,"QUEDLINBURGER STR. / SÖMMERINGSTR.",1,NA,NA
"414",2885,2885,"QUICKBORNER STR.",2,NA,NA
"415",2886,2886,"QUITZOWSTR.",2,NA,NA
"416",2887,2887,"RAABESTR. / WINSSTR.",1,NA,NA
"417",2888,2888,"RABENSTEINER STR. / GOLLINER STR. / HAVEMANNSTR.",1,NA,NA
"418",2889,2889,"RADELANDSTR.",2,NA,NA
"419",2890,2890,"RAHEL-VARNHAGEN-PROMENADE",1,NA,NA
"420",2891,2891,"RAHNSDORFER STR.",2,NA,NA
"421",2892,2892,"RAMLERSTR. / BRUNNENSTR.",1,NA,NA
"422",2893,2893,"RANDOWSTR. / WELSESTR.",1,NA,NA
"423",2894,2894,"RAOUL-WALLENBERG-STR.",1,NA,NA
"424",2895,2895,"RATHAUSPROMENADE",1,NA,NA
"425",2896,2896,"RATHAUSSTR.",6,NA,NA
"426",2897,2897,"RATHAUSSTR. / REULESTR.",1,NA,NA
"427",2898,2898,"RATHAUSSTR. / RINGSTR.",1,NA,NA
"428",2899,2899,"RATHENOWER STR.",1,NA,NA
"429",2900,2900,"RATHENOWER STR. / SEYDLITZSTR.",2,NA,NA
"430",2901,2901,"RAUCHSTR.",2,NA,NA
"431",2902,2902,"RAUCHSTR. / STÜLERSTR.",1,NA,NA
"432",2903,2903,"RAUMERSTR.",2,NA,NA
"433",2904,2904,"RAVENÉSTR. / REINICKENDORFER STR.",1,NA,NA
"434",2905,2905,"REBHUHNWEG",1,NA,NA
"435",2906,2906,"REGATTASTR.",1,NA,NA
"436",2907,2907,"REGENSBURGER STR.",1,NA,NA
"437",2908,2908,"REGINHARDSTR.",5,NA,NA
"438",2909,2909,"REGINHARDSTR. / RESIDENZSTR.",1,NA,NA
"439",2910,2910,"REICHARTSTR.",1,NA,NA
"440",2911,2911,"REICHENBERGER STR.",3,NA,NA
"441",2912,2912,"REICHPIETSCHUFER / GEORGE-C.-MARSHALL-BRÜCKE / TUNNEL TIERGARTEN SPREEBOGEN / T",1,NA,NA
"442",2913,2913,"REICHPIETSCHUFER / HIROSHIMASTR.",1,NA,NA
"443",2914,2914,"REICHPIETSCHUFER / STAUFFENBERGSTR. / BENDLERBRÜCKE",2,NA,NA
"444",2915,2915,"REICHSSTR.",4,NA,NA
"445",2916,2916,"REICHSSTR. / SPANDAUER DAMM",2,NA,NA
"446",2917,2917,"REICHSSTR. / STEUBENPLATZ",2,NA,NA
"447",2918,2918,"REICHSTAGUFER",1,NA,NA
"448",2919,2919,"REICHSTAGUFER / WILHELMSTR. / MARSCHALLBRÜCKE (SPREE)",1,NA,NA
"449",2920,2920,"REICHWEINDAMM / HECKERDAMM",2,NA,NA
"450",2921,2921,"REINBECKSTR. / WILHELMINENHOFSTR.",1,NA,NA
"451",2922,2922,"REINHARDTSTR.",4,NA,NA
"452",2923,2923,"REINHARDTSTR. / LUISENSTR.",2,NA,NA
"453",2924,2924,"REINHARDTSTR. / REINHARDTSTR.",1,NA,NA
"454",2925,2925,"REINICKENDORFER STR.",1,NA,NA
"455",2926,2926,"REINICKENDORFER STR. / REINICKENDORFER STR.",1,NA,NA
"456",2927,2927,"REINICKENDORFER STR. / SCHULSTR.",1,NA,NA
"457",2928,2928,"REMBRANDTSTR. / SUDERMANNSTR.",1,NA,NA
"458",2929,2929,"RENNBAHNSTR. / ROELCKESTR.",3,NA,NA
"459",2930,2930,"RESIDENZSTR.",9,NA,NA
"460",2931,2931,"RESIDENZSTR. / RITTERLANDWEG",1,NA,NA
"461",2932,2932,"RESIDENZSTR. / SIMMELSTR.",2,NA,NA
"462",2933,2933,"RETZDORFFPROMENADE / RHEINGAUSTR.",1,NA,NA
"463",2934,2934,"REUTERSTR.",1,NA,NA
"464",2935,2935,"REUTERSTR. / SONNENALLEE",1,NA,NA
"465",2936,2936,"REUTERSTR. / WESERSTR.",2,NA,NA
"466",2937,2937,"REVALER STR.",4,NA,NA
"467",2938,2938,"REVALER STR. / MODERSOHNSTR.",4,NA,NA
"468",2939,2939,"REVALER STR. / WARSCHAUER STR.",3,NA,NA
"469",2940,2940,"REX-WAITE-STR. / AM LANDSCHAFTSPARK GATOW",1,NA,NA
"470",2941,2941,"RHEINBABENALLEE",1,NA,NA
"471",2942,2942,"RHEINGAUSTR.",1,NA,NA
"472",2943,2943,"RHEINGAUSTR. / SÜDWESTKORSO",1,NA,NA
"473",2944,2944,"RHEINGAUSTR. / WILHELMSHÖHER STR. / LIANE-BERKOWITZ-PLATZ",1,NA,NA
"474",2945,2945,"RHEINSBERGER STR. / SCHWEDTER STR.",1,NA,NA
"475",2946,2946,"RHEINSTR.",7,NA,NA
"476",2947,2947,"RHEINSTR. / SAARSTR. / SCHMILJANSTR.",4,NA,NA
"477",2948,2948,"RHINOWER STR.",1,NA,NA
"478",2949,2949,"RHINSTR.",3,NA,NA
"479",2950,2950,"RIBBECKER STR. / RUMMELSBURGER STR. / VOLKRADSTR.",1,NA,NA
"480",2951,2951,"RIBNITZER STR.",2,NA,NA
"481",2952,2952,"RIBNITZER STR. / BARTHER STR.",1,NA,NA
"482",2953,2953,"RICHARD-ERMISCH-STR. / ELDENAER STR. / LIEBIGSTR.",1,NA,NA
"483",2954,2954,"RICHARD-KOLKWITZ-WEG / URSULA-GOETZE-STR.",1,NA,NA
"484",2955,2955,"RICHARD-SORGE-STR.",1,NA,NA
"485",2956,2956,"RICHARD-SORGE-STR. / LANDSBERGER ALLEE",2,NA,NA
"486",2957,2957,"RICHARDSTR.",3,NA,NA
"487",2958,2958,"RICHARDSTR. / RICHARDPLATZ",1,NA,NA
"488",2959,2959,"RICHARD-TAUBER-DAMM",2,NA,NA
"489",2960,2960,"RICHARD-WAGNER-STR.",1,NA,NA
"490",2961,2961,"RICHARD-WAGNER-STR. / THRASOLTSTR.",1,NA,NA
"491",2962,2962,"RIDBACHER STR. / HEINRICH-GRÜBER-STR.",2,NA,NA
"492",2963,2963,"RIDBACHER STR. / SLABYSTR.",1,NA,NA
"493",2964,2964,"RIEMEISTERSTR. / SPRUNGSCHANZENWEG",1,NA,NA
"494",2965,2965,"RIEMEISTERSTR. / WILSKISTR.",1,NA,NA
"495",2966,2966,"RIEMENSCHNEIDERWEG / GRAZER PLATZ",1,NA,NA
"496",2967,2967,"RIESAER STR.",3,NA,NA
"497",2968,2968,"RIESAER STR. / HEIDENAUER STR.",1,NA,NA
"498",2969,2969,"RIESAER STR. / NOSSENER STR. / MARK-TWAIN-STR.",1,NA,NA
"499",2970,2970,"RIGAER STR.",5,NA,NA
"500",2971,2971,"RINGBAHNSTR.",3,NA,NA
"501",2972,2972,"RINGBAHNSTR. / TEMPELHOFER DAMM",1,NA,NA
"502",2973,2973,"RINGENWALDER STR.",1,NA,NA
"503",2974,2974,"RINGENWALDER STR. / HOHENSAATENER STR.",1,NA,NA
"504",2975,2975,"RINGENWALDER STR. / LANDSBERGER ALLEE / LANDSBERGER ALLEE STRAßENBAHNHOF MARZ",1,NA,NA
"505",2976,2976,"RINGSLEBENSTR. / MOLLNERWEG",1,NA,NA
"506",2977,2977,"RINGSTR.",2,NA,NA
"507",2978,2978,"RINGSTR. / ALTES GASWERK MARIENDORF",1,NA,NA
"508",2979,2979,"RITTERFELDDAMM",1,NA,NA
"509",2980,2980,"RITTERFELDDAMM / SELBITZER STR.",1,NA,NA
"510",2981,2981,"RITTERSTR.",2,NA,NA
"511",2982,2982,"RITTERSTR. / ALTE JAKOBSTR.",4,NA,NA
"512",2983,2983,"RIXDORFER STR.",4,NA,NA
"513",2984,2984,"RIXDORFER STR. / SCHNELLERSTR.",2,NA,NA
"514",2985,2985,"ROBERT-UHRIG-STR. / ALT-FRIEDRICHSFELDE",1,NA,NA
"515",2986,2986,"RÖBLINGSTR.",2,NA,NA
"516",2987,2987,"ROCHOWSTR. / STRALAUER ALLEE",4,NA,NA
"517",2988,2988,"ROCHSTR.",3,NA,NA
"518",2989,2989,"RODENBERGSTR.",1,NA,NA
"519",2990,2990,"ROEDERNALLEE",4,NA,NA
"520",2991,2991,"ROEDERNSTR.",1,NA,NA
"521",2992,2992,"ROELCKESTR.",1,NA,NA
"522",2993,2993,"ROELCKESTR. / SOONWALDSTR.",1,NA,NA
"523",2994,2994,"ROHRDAMM",2,NA,NA
"524",2995,2995,"ROHRDAMM / STRAßE AM SCHALTWERK",1,NA,NA
"525",2996,2996,"RÖLÄNDER STR.",1,NA,NA
